asset_id,attribute_count,attribute_count_rarity_score,DNA_attribute,DNA_rarity_score,Eye_Color_attribute,Eye_Color_rarity_score,Clothing_attribute,Clothing_rarity_score,Jewelry_attribute,Jewelry_rarity_score,Type_attribute,Type_rarity_score,Hair_attribute,Hair_rarity_score,Back_attribute,Back_rarity_score,Mouth_attribute,Mouth_rarity_score,Accessories_attribute,Accessories_rarity_score,Eyewear_attribute,Eyewear_rarity_score,Facial_Feature_attribute,Facial_Feature_rarity_score,Helmet_attribute,Helmet_rarity_score,overall_rarity_score
15013,5,0.0,Angel,0.0,,-0.0,PNK HAWAIIAN Shirt,0.0,,-0.0,,-0.0,GRN Cyber Dreads,0.0,,-0.0,,-0.0,Cross Earring,0.0,Cyborg V1,0.0,,-0.0,,-0.0,0.0
15014,7,0.0,Human,0.0,BRWN,0.0,RTFKT CHROME Tee,0.0,SLVR G-Link,0.0,,-0.0,META LEOPARD TECH Cap,0.0,,-0.0,Angry,0.0,,-0.0,,-0.0,TRi TAT,0.0,,-0.0,0.0
15015,4,0.0,Robot,0.0,,-0.0,PURP Utility Vest,0.0,,-0.0,,-0.0,BRAINZ,0.0,,-0.0,Knife,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15016,4,0.0,Robot,0.0,,-0.0,PURP Utility Vest,0.0,CYN Two Piece,0.0,,-0.0,GRN Shape Up,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15017,5,0.0,Human,0.0,YLLW,0.0,GRDNT PFA JCKT,0.0,S-PDLCK,0.0,,-0.0,BLCK Shape Up,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15018,6,0.0,Human,0.0,CLSD GRN,0.0,CLNX Tee,0.0,CYN Two Piece,0.0,,-0.0,BLU Pigtails,0.0,,-0.0,,-0.0,,-0.0,,-0.0,369 TAT,0.0,,-0.0,0.0
15019,5,0.0,Robot,0.0,,-0.0,NEON HOODIE,0.0,,-0.0,MK1,0.0,BLND Flower Wreath,0.0,Robotic Arms,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15020,4,0.0,Demon,0.0,,-0.0,V2 WHT SKL GRL,0.0,,-0.0,,-0.0,BLU Hacker,0.0,,-0.0,Alien,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15021,7,0.0,Robot,0.0,,-0.0,RFX Tee,0.0,GLD CBLE,0.0,MURAKAMI DRIP,0.0,WHT Unkept,0.0,GRN UNDRWRLD WINGZ,0.0,RNBW GRILLS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15022,5,0.0,Human,0.0,CLSD YLLW,0.0,BLU PURP BNDN Shirt,0.0,,-0.0,,-0.0,WHT Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,EKO TAT,0.0,,-0.0,0.0
15023,4,0.0,Demon,0.0,,-0.0,IRI Tech JCKT,0.0,,-0.0,DRK,0.0,,-0.0,,-0.0,,-0.0,,-0.0,OTT Future Vision,0.0,,-0.0,,-0.0,0.0
15024,5,0.0,Human,0.0,YLLW,0.0,RD VARSITY JCKT,0.0,,-0.0,,-0.0,WHT Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,HRUS TAT,0.0,,-0.0,0.0
15025,4,0.0,Human,0.0,SPINNING,0.0,,-0.0,,-0.0,MURAKAMI DRIP,0.0,PURP BRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15026,9,0.0,Human,0.0,PURP,0.0,BLCK Jellyfish Tee,0.0,VVS PANDA,0.0,MURAKAMI DRIP,0.0,RD Braid,0.0,,-0.0,Organism M78.8,0.0,Cross Earring,0.0,,-0.0,369 VSN TAT,0.0,,-0.0,0.0
15027,6,0.0,Human,0.0,YLLW,0.0,GM HOODIE,0.0,,-0.0,,-0.0,MEDUZA,0.0,,-0.0,,-0.0,PTRA Earring,0.0,Eye Patch,0.0,,-0.0,,-0.0,0.0
15028,6,0.0,Human,0.0,PURP,0.0,HVY MTL HOODIE,0.0,,-0.0,STONED,0.0,PNK Pilot,0.0,,-0.0,Cigar,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15029,6,0.0,Human,0.0,BRWN,0.0,WHT Jellyfish Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,Flower Hat,0.0,,-0.0,,-0.0,,-0.0,,-0.0,BCODE TAT,0.0,,-0.0,0.0
15030,3,0.0,Robot,0.0,,-0.0,RD VARSITY JCKT,0.0,,-0.0,,-0.0,BLCK BWLCUT,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15031,7,0.0,Human,0.0,WIDE-OPEN,0.0,BLCK Jellyfish Tee,0.0,PURP G-Link,0.0,MURAKAMI DRIP,0.0,META LEOPARD TECH Cap,0.0,,-0.0,SMILEY RNBW,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15032,7,0.0,Human,0.0,PNK-BLU,0.0,PNK Utility Vest,0.0,SPIKED CHKR,0.0,,-0.0,BLND Flower Wreath,0.0,,-0.0,Lollipop,0.0,,-0.0,Aviator,0.0,,-0.0,,-0.0,0.0
15033,4,0.0,Demon,0.0,,-0.0,PNK POLO,0.0,,-0.0,,-0.0,Propeller Helmet,0.0,,-0.0,SFTY Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15034,5,0.0,Demon,0.0,,-0.0,CLNX HOODIE,0.0,SLVR CBLE,0.0,,-0.0,BLCK BWLCUT,0.0,,-0.0,TCTL SMILE,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15035,6,0.0,Human,0.0,BLU,0.0,GRN HAWAIIAN Shirt,0.0,S-PDLCK,0.0,,-0.0,BLCK Curtains,0.0,,-0.0,,-0.0,,-0.0,,-0.0,BIRTHMRK,0.0,,-0.0,0.0
15036,5,0.0,Robot,0.0,,-0.0,V6 WHT SKL GRL,0.0,GPURP Two Piece,0.0,,-0.0,BLU Braid,0.0,,-0.0,,-0.0,,-0.0,Aviator,0.0,,-0.0,,-0.0,0.0
15037,4,0.0,Human,0.0,GRN,0.0,YLLW BLW UP JCKT,0.0,,-0.0,,-0.0,PURP Wrap,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15038,8,0.0,Human,0.0,YLLW Breezy,0.0,FRSH Shirt,0.0,,-0.0,MURAKAMI DRIP,0.0,RD Hairclip,0.0,,-0.0,Tan Tan Bo,0.0,,-0.0,Drip Scouter,0.0,STARVSN TAT,0.0,,-0.0,0.0
15039,6,0.0,Robot,0.0,SPINNING,0.0,MONO Fur Coat,0.0,,-0.0,MURAKAMI DRIP,0.0,BLND Ponytail,0.0,SPLASH,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15040,6,0.0,Robot,0.0,,-0.0,BLCK GM Tee,0.0,PURP G-Link,0.0,,-0.0,BLND Quiff,0.0,,-0.0,SMILE,0.0,SLVR Round,0.0,,-0.0,,-0.0,,-0.0,0.0
15041,5,0.0,Human,0.0,PNK,0.0,IRI Tech JCKT,0.0,,-0.0,,-0.0,BLU Curtains,0.0,,-0.0,MAD,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15042,6,0.0,Human,0.0,PURP,0.0,PURP KBA JCKT,0.0,PURP Two Piece,0.0,,-0.0,GRN BWLCUT,0.0,,-0.0,,-0.0,,-0.0,BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
15043,5,0.0,Human,0.0,CLSD PNK,0.0,GRN HAWAIIAN Shirt,0.0,,-0.0,,-0.0,BLND Hairclip,0.0,,-0.0,,-0.0,,-0.0,,-0.0,TRi HRUS TAT,0.0,,-0.0,0.0
15044,5,0.0,Human,0.0,BLCK Surprised,0.0,BLCK VARSITY JCKT,0.0,,-0.0,,-0.0,BRWN Unkept,0.0,,-0.0,,-0.0,PTRA Earring,0.0,,-0.0,,-0.0,,-0.0,0.0
15045,5,0.0,Human,0.0,PNK-BLU,0.0,THRML PFA JCKT,0.0,KAWAII CHRM,0.0,,-0.0,PNK Pilot,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15046,8,0.0,Human,0.0,GRN,0.0,BLU PURP BNDN Shirt,0.0,S-PDLCK,0.0,,-0.0,GRN Cyber Cat,0.0,,-0.0,Lollipop,0.0,Neo Earrings,0.0,Glass X,0.0,,-0.0,,-0.0,0.0
15047,6,0.0,Human,0.0,PNK,0.0,BLCK Tech JCKT,0.0,WGLD Iced Cuban,0.0,STONED,0.0,BLCK Ponytail,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15048,4,0.0,Robot,0.0,,-0.0,PNK ORNG Fur Coat,0.0,,-0.0,,-0.0,PIRATE,0.0,,-0.0,SMILE,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15049,5,0.0,Human,0.0,BLU-PURP,0.0,GRDNT PFA JCKT,0.0,,-0.0,,-0.0,PURP BRDZ,0.0,,-0.0,,-0.0,Cross Earring,0.0,,-0.0,,-0.0,,-0.0,0.0
15050,4,0.0,Human,0.0,GRN,0.0,WHT GRNG Dress,0.0,,-0.0,,-0.0,FLME Head Scarf,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15051,5,0.0,Human,0.0,WIDE-OPEN,0.0,SD Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,WHT Ponytail,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15052,9,0.0,Human,0.0,BLU,0.0,GM MONO HOODIE,0.0,CYN CBLE,0.0,,-0.0,PURP Shape Up,0.0,,-0.0,SFTY Mask,0.0,Cross Earring,0.0,OTT Future Vision,0.0,Scratch Scarz,0.0,,-0.0,0.0
15053,7,0.0,Robot,0.0,,-0.0,V5 WHT SKL GRL,0.0,GLD Iced Cuban,0.0,MK1,0.0,BLND Fro,0.0,,-0.0,,-0.0,Gold Round Earrings,0.0,Snow Storm,0.0,,-0.0,,-0.0,0.0
15054,5,0.0,Human,0.0,BLCK Surprised,0.0,JS Tee,0.0,CYN Two Piece,0.0,,-0.0,BLCK Quiff,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15055,5,0.0,Angel,0.0,,-0.0,BLU PURP BNDN Shirt,0.0,,-0.0,Divine,0.0,Cowboy,0.0,,-0.0,TCTL SMILE,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15056,5,0.0,Human,0.0,PNK,0.0,PNK Utility Vest,0.0,,-0.0,,-0.0,GRN BWLCUT,0.0,,-0.0,Pilot Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15057,4,0.0,Angel,0.0,,-0.0,LIME GANG,0.0,PURP ZK-BEADZ,0.0,,-0.0,BLU Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15058,6,0.0,Human,0.0,GRN,0.0,888 POLO,0.0,,-0.0,,-0.0,GRN Shape Up,0.0,,-0.0,,-0.0,,-0.0,TECH GOGGLES,0.0,VSN TAT,0.0,,-0.0,0.0
15059,7,0.0,Human,0.0,YLLW Breezy,0.0,MONO Fur Coat,0.0,,-0.0,MURAKAMI DRIP,0.0,PNK MoHWK,0.0,GRN UNDRWRLD WINGZ,0.0,,-0.0,,-0.0,,-0.0,Band-Aid,0.0,,-0.0,0.0
15060,4,0.0,Angel,0.0,,-0.0,RCS Tee,0.0,,-0.0,,-0.0,BLCK Beanie,0.0,,-0.0,Bamboo,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15061,5,0.0,Robot,0.0,,-0.0,WAGMI Tee,0.0,SG-PDLCK,0.0,,-0.0,META LEOPARD TECH Cap,0.0,,-0.0,MAD,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15062,6,0.0,Angel,0.0,,-0.0,IRI BLW UP JCKT,0.0,,-0.0,Divine,0.0,BRED Visor,0.0,,-0.0,TCTL SMILE,0.0,,-0.0,Eye Patch,0.0,,-0.0,,-0.0,0.0
15063,6,0.0,Robot,0.0,,-0.0,PNK Fur Coat,0.0,GPURP Two Piece,0.0,MURAKAMI DRIP,0.0,BLU OCTOPUS,0.0,,-0.0,Jagged RNBW,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15064,8,0.0,Human,0.0,BLU-PURP,0.0,NEON HOODIE,0.0,,-0.0,MURAKAMI DRIP,0.0,DOB Hat,0.0,Sword Sheath,0.0,Tan Tan Bo,0.0,,-0.0,,-0.0,On-Sight TAT,0.0,,-0.0,0.0
15065,4,0.0,Demon,0.0,,-0.0,BLCK Future Dress,0.0,,-0.0,,-0.0,PNK Curtains,0.0,,-0.0,,-0.0,,-0.0,Cyber Bindi,0.0,,-0.0,,-0.0,0.0
15066,4,0.0,Human,0.0,PNK,0.0,RCS Tee,0.0,,-0.0,,-0.0,GOAT HRNS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15067,5,0.0,Human,0.0,GRN,0.0,BLCK GM Tee,0.0,,-0.0,,-0.0,GRN Hacker,0.0,,-0.0,,-0.0,,-0.0,,-0.0,TRi War TAT,0.0,,-0.0,0.0
15068,8,0.0,Human,0.0,PNK,0.0,BLCK Utility Vest,0.0,SG-PDLCK,0.0,,-0.0,BLCK Bandana TECH Cap,0.0,,-0.0,,-0.0,Cross Earring,0.0,SPiKED BILLIONAIRE,0.0,SWRD TAT,0.0,,-0.0,0.0
15069,6,0.0,Robot,0.0,,-0.0,JELLYFISH BLW UP JCKT,0.0,RNBW CBLE,0.0,MURAKAMI DRIP,0.0,BLU OCTOPUS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15070,5,0.0,Human,0.0,PURP,0.0,HVY MTL HOODIE,0.0,,-0.0,,-0.0,BLU Long,0.0,,-0.0,,-0.0,,-0.0,Drip Scouter,0.0,,-0.0,,-0.0,0.0
15071,4,0.0,Human,0.0,PNK-BLU,0.0,RFX Tee,0.0,,-0.0,,-0.0,WHT 2 Horns,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15072,4,0.0,Angel,0.0,,-0.0,BLU ORNG BNDN Shirt,0.0,,-0.0,,-0.0,PURP BRDZ,0.0,,-0.0,,-0.0,PTRA Earring,0.0,,-0.0,,-0.0,,-0.0,0.0
15073,6,0.0,Human,0.0,BLU CRYSTL,0.0,GM HOODIE,0.0,GPURP Two Piece,0.0,,-0.0,GRN Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,SMLY TAT,0.0,,-0.0,0.0
15074,4,0.0,Robot,0.0,,-0.0,MONO Tee,0.0,,-0.0,,-0.0,BLND Stylish,0.0,,-0.0,,-0.0,GLD STUD,0.0,,-0.0,,-0.0,,-0.0,0.0
15075,5,0.0,Robot,0.0,,-0.0,SPACE TRIP Tee,0.0,Hi-TECH CBLE,0.0,,-0.0,BLCK BWLCUT,0.0,,-0.0,RD DRGN Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15076,6,0.0,Robot,0.0,,-0.0,V2 BLCK SKL GRL,0.0,,-0.0,MURAKAMI DRIP,0.0,YLLW Spiked,0.0,,-0.0,SMILEY RNBW,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15077,5,0.0,Human,0.0,BLCK Surprised,0.0,JS Tee,0.0,BLCK-GLD ZK-BEADZ,0.0,,-0.0,Top Hat,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15078,4,0.0,Robot,0.0,,-0.0,RCS Tee,0.0,,-0.0,MK-BLCK,0.0,BLND Long Split,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15079,6,0.0,Robot,0.0,,-0.0,BLCK GRNG Dress,0.0,,-0.0,MK-BLCK,0.0,BRWN Ponytail,0.0,,-0.0,Chrome Pipe,0.0,,-0.0,Eye Patch,0.0,,-0.0,,-0.0,0.0
15080,5,0.0,Human,0.0,HALF-OPEN,0.0,STRIPE Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,BLND BWLCUT,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15081,5,0.0,Human,0.0,BLCK Surprised,0.0,MONO Fur Coat,0.0,,-0.0,,-0.0,Sound Wave,0.0,,-0.0,,-0.0,,-0.0,Eye Patch,0.0,,-0.0,,-0.0,0.0
15082,4,0.0,Robot,0.0,,-0.0,GM HOODIE,0.0,,-0.0,MK1,0.0,RD Hairclip,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15083,7,0.0,Human,0.0,PNK-BLU,0.0,PNK ORNG Fur Coat,0.0,BLCK-GLD ZK-BEADZ,0.0,,-0.0,WHT BWLCUT,0.0,,-0.0,,-0.0,SLVR Round,0.0,,-0.0,CLNX TAT,0.0,,-0.0,0.0
15084,6,0.0,Human,0.0,GRN,0.0,PURP CAMO PFA JCKT,0.0,,-0.0,STONED,0.0,GRN Shape Up,0.0,,-0.0,,-0.0,,-0.0,Blindfold,0.0,,-0.0,,-0.0,0.0
15085,8,0.0,Human,0.0,PURP,0.0,PNK ORNG Fur Coat,0.0,Blade CHKR,0.0,,-0.0,DRIP,0.0,,-0.0,ROBO,0.0,SLVR STUD,0.0,Snow Storm,0.0,,-0.0,,-0.0,0.0
15086,5,0.0,Robot,0.0,,-0.0,BLU BNDN Shirt,0.0,CYN CBLE,0.0,,-0.0,BLU DRDZ,0.0,,-0.0,Angry,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15087,4,0.0,Demon,0.0,,-0.0,SD Tee,0.0,,-0.0,,-0.0,BRWN Unkept,0.0,,-0.0,SMILE,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15088,6,0.0,Human,0.0,PNK-BLU,0.0,GM MONO HOODIE,0.0,KAWAII CHRM,0.0,,-0.0,Fro,0.0,,-0.0,,-0.0,Gold Round Earrings,0.0,,-0.0,,-0.0,,-0.0,0.0
15089,6,0.0,Human,0.0,BLU,0.0,Blade Melt Tee,0.0,S-HIRE G-Link,0.0,,-0.0,BLCK Party Hat,0.0,,-0.0,,-0.0,,-0.0,,-0.0,369 VSN TAT,0.0,,-0.0,0.0
15090,4,0.0,Demon,0.0,,-0.0,RFX Tee,0.0,,-0.0,ICE,0.0,MNT Long,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15091,5,0.0,Robot,0.0,,-0.0,PNK Waistcoat,0.0,,-0.0,MURAKAMI DRIP,0.0,LoneSome Cowboy,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15092,7,0.0,Human,0.0,YLLW,0.0,STRIPE Tee,0.0,RBY CBLE,0.0,,-0.0,BLCK Unkept,0.0,,-0.0,,-0.0,Cross Earring,0.0,BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
15093,5,0.0,Human,0.0,GRN,0.0,Space PFA JCKT,0.0,,-0.0,,-0.0,BLU Pigtails,0.0,Sword,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15094,8,0.0,Human,0.0,GRN Breezy,0.0,BLU PURP BNDN Shirt,0.0,CHRM,0.0,MURAKAMI DRIP,0.0,LLC Ponytail,0.0,Sword Sheath,0.0,,-0.0,,-0.0,,-0.0,Angry TAT,0.0,,-0.0,0.0
15095,6,0.0,Human,0.0,CLSD GRN,0.0,JS Tee,0.0,,-0.0,,-0.0,BLCK Ponytail,0.0,,-0.0,,-0.0,Gold Round Earrings,0.0,,-0.0,TRi War TAT,0.0,,-0.0,0.0
15096,4,0.0,Robot,0.0,,-0.0,PNK ORNG Fur Coat,0.0,,-0.0,,-0.0,BLCK Soundwave,0.0,,-0.0,GLD GRILLS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15097,5,0.0,Robot,0.0,,-0.0,WHT Utility Vest,0.0,DRIP CHRM,0.0,,-0.0,WHT Quiff,0.0,,-0.0,,-0.0,,-0.0,Cyber Eyes,0.0,,-0.0,,-0.0,0.0
15098,7,0.0,Human,0.0,GRN,0.0,BLCK PIN BKR JCKT,0.0,KAWAII CHRM,0.0,,-0.0,WHT BRDZ,0.0,,-0.0,Angry,0.0,,-0.0,Drip Scouter,0.0,,-0.0,,-0.0,0.0
15099,5,0.0,Demon,0.0,,-0.0,RCS Tee,0.0,PURP G-Link,0.0,,-0.0,RD DRDZ,0.0,,-0.0,Pilot Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15100,5,0.0,Human,0.0,CLSD YLLW,0.0,BLU PURP BNDN Shirt,0.0,,-0.0,,-0.0,Cowboy,0.0,,-0.0,Mustache,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15101,18,0.0,Human,0.0,PURP,0.0,CLNX FRSH Shirt,0.0,,-0.0,,-0.0,BLND Stylish,0.0,All Seeing Eyes,0.0,,-0.0,,-0.0,,-0.0,TRi War TAT,0.0,,-0.0,0.0
15102,15,0.0,Human,0.0,BLU,0.0,PNK Fur Coat,0.0,,-0.0,,-0.0,BLU Curtains,0.0,,-0.0,,-0.0,,-0.0,,-0.0,TRi HRUS TAT,0.0,,-0.0,0.0
15103,12,0.0,Robot,0.0,,-0.0,PURP CAMO PFA JCKT,0.0,,-0.0,,-0.0,ZK Bucket,0.0,,-0.0,Gas Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15104,21,0.0,Human,0.0,RNBW,0.0,RD BBL Vest,0.0,,-0.0,MURAKAMI DRIP,0.0,BLU OCTOPUS,0.0,,-0.0,Mustache,0.0,,-0.0,,-0.0,Angry TAT,0.0,,-0.0,0.0
15105,18,0.0,Human,0.0,PURP,0.0,ORNG FRSH Shirt,0.0,,-0.0,STONED,0.0,BLCK Hairclip,0.0,,-0.0,GLD GRILLS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15106,15,0.0,Human,0.0,PNK,0.0,GRNDT Fur Coat,0.0,Blade CHKR,0.0,,-0.0,MNT Beret Braids,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15107,15,0.0,Human,0.0,HALF-OPEN,0.0,BRED KBA JCKT,0.0,,-0.0,MURAKAMI DRIP,0.0,RD Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15108,15,0.0,Human,0.0,BRWN,0.0,BLCK GM Tee,0.0,GLD CBLE,0.0,,-0.0,RTFKT TECH Cap,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15109,15,0.0,Human,0.0,PNK-BLU,0.0,BLCK Waistcoat,0.0,,-0.0,,-0.0,WHT Curtains,0.0,,-0.0,,-0.0,,-0.0,,-0.0,SKULL WEBZ TAT,0.0,,-0.0,0.0
15110,12,0.0,Demon,0.0,,-0.0,GRNDT Fur Coat,0.0,,-0.0,ICE,0.0,BLCK Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15111,15,0.0,Human,0.0,BRWN,0.0,ORNG FRSH Shirt,0.0,GLD CBLE,0.0,,-0.0,MEDUZA,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15112,15,0.0,Demon,0.0,,-0.0,BLCK BKR JCKT,0.0,GLD CBLE,0.0,ICE,0.0,RD Spike,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15113,18,0.0,Robot,0.0,,-0.0,LIME GANG,0.0,,-0.0,MURAKAMI DRIP,0.0,BLU Shape Up,0.0,GRY UNDRWRLD WINGZ,0.0,,-0.0,,-0.0,Drip Scouter,0.0,,-0.0,,-0.0,0.0
15114,21,0.0,Human,0.0,PNK,0.0,SD Tee,0.0,Hi-TECH CBLE,0.0,,-0.0,DAD Cap,0.0,,-0.0,Lollipop,0.0,,-0.0,BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
15115,18,0.0,Murakami,0.0,GRN Breezy,0.0,CLNX HOODIE,0.0,,-0.0,MURAKAMI DRIP,0.0,BLCK Unkept,0.0,,-0.0,,-0.0,,-0.0,Cyber Eye Patch,0.0,,-0.0,,-0.0,0.0
15116,21,0.0,Human,0.0,PNK-BLU,0.0,WHT Utility Vest,0.0,,-0.0,,-0.0,BLND Hairclip,0.0,Sword Sheath,0.0,,-0.0,,-0.0,ZK VR,0.0,BCODE TAT,0.0,,-0.0,0.0
15117,15,0.0,Robot,0.0,,-0.0,RFX Tee,0.0,,-0.0,MK1,0.0,BRWN Stylish,0.0,,-0.0,,-0.0,Cross Earring,0.0,,-0.0,,-0.0,,-0.0,0.0
15118,18,0.0,Undead,0.0,,-0.0,SD Tee,0.0,BLCK-RD ZK-BEADZ,0.0,,-0.0,RD Hairclip,0.0,All Seeing Eyes,0.0,Pilot Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15119,18,0.0,Human,0.0,PURP,0.0,BLCK VARSITY JCKT,0.0,,-0.0,,-0.0,BLU Head Scarf,0.0,Sword Sheath,0.0,,-0.0,,-0.0,3RD Eye,0.0,,-0.0,,-0.0,0.0
15120,24,0.0,Angel,0.0,,-0.0,SD Tee,0.0,MRBLE G-Link,0.0,MURAKAMI DRIP,0.0,BLU MoHWK,0.0,BLCK UNDRWRLD WINGZ,0.0,Angry,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15121,18,0.0,Human,0.0,GRN Breezy,0.0,BLCK BNDN Shirt,0.0,,-0.0,MURAKAMI DRIP,0.0,BRWN Ponytail,0.0,,-0.0,,-0.0,,-0.0,,-0.0,TRi TAT,0.0,,-0.0,0.0
15122,21,0.0,Human,0.0,YLLW Breezy,0.0,YLLW BLW UP JCKT,0.0,VVS PANDA,0.0,MURAKAMI DRIP,0.0,PNK OCTOPUS,0.0,,-0.0,Alien,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15123,9,0.0,Robot,0.0,,-0.0,SPACE TRIP Tee,0.0,,-0.0,,-0.0,YU-RD,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15124,15,0.0,Human,0.0,BLU-PURP,0.0,Blade Melt Tee,0.0,,-0.0,,-0.0,,-0.0,,-0.0,ARMRD Mutant,0.0,,-0.0,,-0.0,BCODE TAT,0.0,,-0.0,0.0
15125,9,0.0,Robot,0.0,,-0.0,BLU ORNG BNDN Shirt,0.0,,-0.0,,-0.0,BLND Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15126,15,0.0,Angel,0.0,,-0.0,NEON HOODIE,0.0,GPURP Two Piece,0.0,,-0.0,BLND BWLCUT,0.0,,-0.0,,-0.0,,-0.0,RD LAZER,0.0,,-0.0,,-0.0,0.0
15127,12,0.0,Human,0.0,RD CRYSTL,0.0,V1 WHT SKL GRL,0.0,,-0.0,,-0.0,FLME SD Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
15128,18,0.0,Human,0.0,GRN,0.0,CAMO PFA JCKT,0.0,CYN Two Piece,0.0,,-0.0,BLCK Quiff,0.0,,-0.0,,-0.0,,-0.0,,-0.0,WARNING TAT,0.0,,-0.0,0.0
15129,15,0.0,Human,0.0,PURP,0.0,IRI Tech JCKT,0.0,,-0.0,,-0.0,ORNG Bandana TECH Cap,0.0,,-0.0,1Tooth,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
